,id,utme,utmn,strat_unit,strat_unit_symbol,unit_local,tecunit,era,period,strat_age,gp_suite,fm_lithodm,mem_phase,rock_class,rock_code,rock_type,remarks,rk_char,rk_char_cd,age_max_g,age_min_g,age_stratigraphic,epoch,stage,age_max_t,age_max_t_range?,age_min_t,age_min_t_range?,age_desc,age_method,age_remarks,belt,terrane,basin,basin_age,ckout_by,ckout_date,ckout_tag,mp_id,project,src_id,src_ref,note,strat_age_max,strat_age_min
657,HOY_1658,350314,5433513,ECds,,Ec,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,"syenite, quartz monzonite; diorite",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-02-10,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
658,HOY_1659,350745,5433860,CPASvsm,,Panv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,vsm,"massive to schistose greenstone, breccia, chlorite schist; minor quartzite and metasediments",mapped as Knob Hill Group by Fyles (1990) and as Anarchist Schist by Massey (2007),,,Carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Carboniferous,Permian
659,HOY_1660,351134,5434238,JNd,,Jd,,Mesozoic,Jurassic,Jurassic,Neson plutonic suite,,,intrusive rocks,d,"diorite, gabbro, quartz diorite",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Jurassic,
660,HOY_1661,351512,5435048,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
661,HOY_1662,352374,5438295,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,revision,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
662,HOY_1663,352637,5438737,CKHum,,Pkum,,Paleozoic,Devonian,Permian,Knob Hill complex,,,metamorphic rocks,um,"serpentinite, listwanite, minor pyroxenite; minor gabbro",serpentinites are included within the Knob Hill complex by Massey (2007),,,Devonian,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-02-10,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Permian,
663,HOY_1664,348643,5449888,CKHvm,,Pkv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vm,"greenstone, pillow lava and breccia, amphibolite and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Carboniferous,Permian
664,HOY_1665,351449,5450550,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
665,HOY_1666,329870,5455409,CPASshm,,Cpas,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,shm,pelite; quartz-biotite-muscovite-garnet schist; polyphase deformation; minor slate and argillite,,,,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, B.C., GSC, Open File 6839, scale 1:100,000",,Carboniferous,Permian
666,HOY_1667,324511,5430811,CPASpgnm,,np,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,pgnm,quartz-feldspar-biotite paragneiss,"Unit 1 of Christie, 1973",,,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Christie, J.C., 1973, Geology of the Vaseaux Lake area; unpublished PhD thesis, University of British Columbia.",,Carboniferous,Permian
667,HOY_1668,352730,5436500,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
668,HOY_1669,348907,5445621,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
669,HOY_1670,350064,5431267,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone; minor felsic to intermediate tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
670,HOY_1671,348825,5441540,CKHvm,,Pkv,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,Knob Hill complex,,,metamorphic rocks,vm,"greenstone, pillow lava and breccia, amphibolite and minor limestone",,,,Devonian,Carboniferous,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Carboniferous,Permian
671,HOY_1672,353442,5435451,JNgd,,Jgd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,massive to locally porphyritic granodiorite,,,,Lower Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-02-10,,Penticton,Boundary,,"Høy, T. and Jackaman, W., 2018, Geology of the Greenwood map sheet, Geoscience BC map 2018-11",,Middle Jurassic,
672,HOY_1673,347340,5445204,TrNBsch,,TrBx ,,Mesozoic,Triassic,Upper Triassic,Nicola Group,Brooklyn Formation,,volcanic rocks,sch,"polymict to pebble conglomerate, gritstone and silststone (Sharpstone conglomerate)",,,,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Upper Triassic,
673,HOY_1674,341449,5444057,CPASvsm,,CPA,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Anarchist schist,,metamorphic rocks,vsm,"amphibolite; greenstone, quartz-chlorite schist, quartz-biotite schist; minor peridotite",,,,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Carboniferous,Permian
674,HOY_1675,335175,5441762,JNd,,Jdi,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,d,"diorite, medium-grained, equigranular",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Jurassic,
675,HOY_1676,324118,5453436,EPOgd,,mJgd,,Cenozoic,Paleogene,Eocene,Okanagan batholith,,,intrusive rocks,gd,"granodiorite, granite, quartz monzonite","Interpreted as Nelson Jurassic granodiorite by Okulitch, 2013",,,,,Paleogene,Eocene,,56,,49.5,,52.7 ± 3.2 Ma,K-Ar biotite,"Ref: Medford, G.A., 1975; K-Ar fission track geochronology on an Eocene thermal event in the Kettle River west-half map area; CJES, V. 12, p. 836 - 843.",Omineca,Post accretionary,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Eocene,
676,HOY_1677,348292,5431297,TrNBsch,,TrBx ,,Mesozoic,Triassic,Triassic,Nicola Group,Brooklyn Formation,,volcanic rocks,sch,"polymict to pebble conglomerate, gritstone and silststone (Sharpstone conglomerate)",,,,,,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Triassic,
677,HOY_1678,348046,5437852,EPMvta,,Epm,,Cenozoic,Paleogene,Eocene,Penticton Group,Marron Formation,,volcanic rocks,vta,"Undivided, mainly alkalic volcanic rocks",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,,Penticton,Boundary,,"Massey, N.W.D., 2007, Geology and mineral deposits of the Rock Creek area, British Columbia; BCMEM, open file 2007-7",,Eocene,
678,HOY_1679,315470,5485528,JNd,,Jdi?,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,d,"diorite; equigranular, medium-grained",,,,,,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2021-11-01,,Penticton,Okanagan,,"Okulitch, A.V., 2013, Geology, Okanagan watershed, British Columbia; GSC, Open file 6839, scale 1:100,000",,Jurassic,
679,HOY_1680,348702,5481035,JNgd,,Jgd,,Mesozoic,Jurassic,Middle Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,massive to locally porphyritic granodiorite,,,,Lower Jurassic,Middle Jurassic,,,,,,,,,,,Omineca,Post accretionary,,,T. Høy,2020-01-28,revision,Penticton,Boundary,,"Høy, T. and Jackaman, W., 2016, Geology of the Almond Mountain map sheet, Geoscience BC map 2016-08",,Middle Jurassic,
680,HOY_1681,354248,5477115,EPKRscb,,Epk,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River Formation,,sedimentary rocks,scb," basal conglomerate, grit and sandstone",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2020-01-27,revision,Penticton,Boundary,,"Høy, T. and Jackaman, W., 2016, Geology of the Almond Mountain map sheet, Geoscience BC map 2016-08",,Eocene,
681,HOY_1682,354565,5474026,LTrWKgd,,Jgd,,Mesozoic,Triassic,Upper Triassic,West Kettle batholith,,,intrusive rocks,gd,"granodiorite, quartz diorite, microdiorite",,,,Upper Triassic,,Jurassic,Lower Jurassic,Norian,214.4,,212.6,,213.5 ± 0.9 Ma,U-Pb zircon,"Ref: Massey, N.M. et al. (2010): Boundary Project: geochronology and geochemistry of Jurassic and Eocene intrusios, southern BC, BC MEMPR, Open file 2010-1); sample was dated by J. Gabites (UBC)",Omineca,Post accretionary,,,T. Høy,2020-01-28,revision,Penticton,Boundary,,"Massey, N.W.D., Gabites, J.E., Mortenson, J.K. And Ullrich, T.D., 2010, Ministry of Energy and Mines, Paper 2010-1.",,Upper Triassic,
682,HOY_1683,351334,5457820,JNgd,,mJgd,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"hornblende granodiorite, medium grained, massive",,,,Middle Jurassic,,Jurassic,Middle Jurassic,Callovian,163.7,,162.7,,163.7 ± 1.0 Ma,U-Pb zircon,"Ref: Hoy, T., R. Friedman and Gabites, J. (2020): Porphyry, base-metal and gold potential in the Boundary area, southern B.C.; Geoscience BC, Summary of Activities 2019, Report 2020-1.  Sample G-200 dated by R. Friedman, UBC ",Omineca,Post Accretionary,,,T. Høy,2021-11-01,revision,Penticton,Kootenay,,"Hoy, T., R. Friedman and Gabites, J. (2020): Porphyry, base-metal and gold potential in the Boundary area, southern B.C.; Geoscience BC, Summary of Activities 2019, Report 2020-1.  Sample G-200 dated by R. Friedman, UBC ",,Jurassic,
683,HOY_1684,344916,5470548,PePhf,,Plg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek complex,,intrusive rocks,hf,dyke swarm and alteration zone,"altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca,Post Accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
684,HOY_1685,349178,5483752,CPWsf,,Pw,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Wallace Formation,,sedimentary rocks,sf,undivided sedimentary and volcanic rocks,"Massey, 2009, tentatively correlated the Wallace with the Triassic Brooklyn",,,carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
685,HOY_1686,344526,5483968,CPWsf,,Pw,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Wallace Formation,,sedimentary rocks,sf,undivided sedimentary and volcanic rocks,"Massey, 2009, tentatively correlated the Wallace with the Triassic Brooklyn",,,carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
686,HOY_1687,349706,5470981,ECds,,Ec,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-03-15,revision,Penticton,Boundary,,"Höy, T., Church, B.N., Legun, A., Glover, K., Gibson, G., Grant, B., Wheeler, J.O., Dunne, K.P.E., Cunningham, J. and Desjardins, P.J., 1994, Geological Compilation of the Kootenay Area; OF1994-08, BCGS",,Eocene,
687,HOY_1688,350310,5458463,EPv,,Epe,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River and Marron formations,,volcanic and sedimentary rocks,v,"Undifferentiated feldspathic grit, conglomerate, alkali volcanic flows and tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-03-15,revision,Penticton ,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene,
688,HOY_1689,348335,5477973,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Beaverdell stock,,intrusive rocks,gg,"granite, massive to porphyritic, ","An Ar-Ar date on muscovite yielded a 59.9 ± .77 Ma age; Höy et al., 2020",,,Paleocene,Paleocene,Paleogene,Paleocene,,60.27,,59.3,,59.8 ± 0.47 Ma,Ar-Ar muscovite,"Dated by J. Gabites, UBC; Ref: Hoy, T., R. Friedman and Gabites, J. (2020): Porphyry, base-metal and gold potential in the Boundary area, southern B.C.; Geoscience BC, Summary of Activities 2019, Report 2020-1.  Sample G-200 dated by R. Friedman, UBC ",Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Hoy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential, Boundary area (NTS 082E); Geoscience BC Report 2020-01",,Paleocene,
689,HOY_1690,346514,5473673,ECds,,Ec,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2020-01-28,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Eocene,
690,HOY_1691,343391,5475324,ECds,,Ec,,Cenozoic,Paleogene,Eocene,Coryell plutonic suite,,,intrusive rocks,ds,syenitic to monzonitic intrusive,,,,Eocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2020-01-28,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Eocene,
691,HOY_1692,342751,5480405,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,,,intrusive rocks,gg,"granite, massive to porphyritic, ",,,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
692,HOY_1693,338366,5479383,EPv,,Epe,,Cenozoic,Paleogene,Eocene,Penticton Group,Kettle River and Marron formations,,volcanic and sedimentary rocks,v,"Undifferentiated feldspathic grit, conglomerate, alkali volcanic flows and tuff",,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-03-15,revision,Penticton ,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene,
693,HOY_1694,352533,5457937,EPv,,Epe,,Cenozoic,Paleogene,Eocene,Penticton Group,"Marron, Kettle River, Springbrook, Marama and Skaha Formations",,volcanic rocks,v,undivided volcanic rocks,,,,Eocene,Eocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-11-01,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Eocene,
694,HOY_1695,340192,5460373,JNgd,,mJgd,,Mesozoic,Jurassic,Jurassic,Nelson plutonic suite,,,intrusive rocks,gd,"undifferentiated granodiorite, granite",,,,,,,,,,,,,,,,Omineca,Post Accretionary,,,T. Høy,2021-11-01,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Jurassic,
695,HOY_1696,338781,5483014,CPWsf,,Pw,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Wallace Formation,,sedimentary rocks,sf,undivided sedimentary and volcanic rocks,"Massey, 2009, tentatively correlated the Wallace with the Triassic Brooklyn",,,carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2021-11-01,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
696,HOY_1697,345452,5482124,EPMavd,,MPk,,Cenozoic,Eocene,Eocene,Penticton Group,Marama Formation,,volcanic rocks,vd,latite to dacite lapilli-crystal tuff,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Overlap,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Hoy, T., Friedman, R. and Gabites, J., 2020, Porphyry, base-metal and gold potential, Boundary area (NTS 082E); Geoscience BC Report 2020-01",,Eocene,
697,HOY_1698,346497,5481802,CPWsf,,Pw,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Wallace Formation,,sedimentary rocks,sf,undivided sedimentary and volcanic rocks,"Massey, 2009, tentatively correlated the Wallace with the Triassic Brooklyn",,,carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
698,HOY_1699,354980,5482098,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
699,HOY_1700,354864,5481634,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
700,HOY_1701,354021,5475404,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
701,HOY_1702,353005,5475707,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
702,HOY_1703,352880,5476617,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
703,HOY_1704,345639,5476849,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
704,HOY_1705,345015,5475119,MiPiKvb,,MPk,,Cenozoic,Neogene,Pliocene,,Kallis Formation,,volcanic rocks,vbi,plateau basalt,,,,Pliocene,Pliocene,,,,,,,,,,,Omineca,Younger volcanics,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Massey,N.W.D. and Duffy, A., 2008, Geology and mineral deposits of the area east of  Beaverdell, British Columbia; BC GSB Open File 2008-9",,Pliocene,
705,HOY_1706,345763,5472469,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek stock,,intrusive rocks,gg,"granite, massive to porphyritic, ",,,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
706,HOY_1707,346646,5471846,CPWsf,,Pw,,Paleozoic,Carboniferous to Permian,Carboniferous to Permian,,Wallace Formation,,sedimentary rocks,sf,undivided sedimentary and volcanic rocks,"Massey, 2009, tentatively correlated the Wallace with the Triassic Brooklyn",,,carboniferous,Permian,,,,,,,,,,,Omineca,Quesnellia,,,T. Høy,2020-03-15,revision,Penticton,Boundary,,"Tempelman-Kluit, D. J., 1989, Geology, Penticton, British Columbia; GSC Map 1736A",,Carboniferous,Permian
707,HOY_1708,345709,5471543,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek stock,,intrusive rocks,gg,"granite, massive to porphyritic, ","altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
708,HOY_1709,345860,5471423,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek stock,,intrusive rocks,gg,"granite, massive to porphyritic, ","altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
709,HOY_1710,345671,5471711,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek stock,,intrusive rocks,gg,"granite, massive to porphyritic, ","altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
710,HOY_1711,345454,5471738,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek stock,,intrusive rocks,gg,"granite, massive to porphyritic, ","altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
711,HOY_1712,345050,5471826,PePhf,,Plg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek complex,,intrusive rocks,hf,dyke swarm and alteration zone,"altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca,Post Accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
712,HOY_1713,345879,5471715,PePhf,,Plg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek complex,,intrusive rocks,hf,dyke swarm and alteration zone,"altered, veined, cut by dykes related to Tuzo Creek Mo porphyry",,,Paleocene,Eocene,,,,,,,,,,,Omineca,Post Accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
713,HOY_1714,344336,5471624,PePgg,,Eg,,Cenozoic,Paleogene,Paleocene,Okanagan batholith,Tuzo Creek stock,,intrusive rocks,gg,"granite, massive to porphyritic, ",,,,Paleocene,Eocene,,,,,,,,,,,Omineca ,Post accretionary,,,T. Høy,2021-12-03,revision,Penticton,Boundary,,"Leary, G., 1970, Tuzo Creek molybdenite deposit near Penticton, UBC MSc thesis",,Paleocene,
